path,line,heading
docs/spec/Section 2 - Architecture.md,206,### **2.5.5 Config View Architecture**
docs/spec/Section 2 - Architecture.md,214,### **2.5.6 Explore View Architecture (Future‑Phase)**
docs/spec/Section 2 - Architecture.md,222,### **2.5.7 Profiles View Architecture (Future‑Phase)**
docs/spec/Section 2 - Architecture.md,229,### **2.5.8 Watchlist / Watched Filters Architecture (Future‑Phase)**
docs/spec/Section 2 - Architecture.md,237,# **2.6 Popup Architecture**
docs/spec/Section 2 - Architecture.md,249,### **2.6.1 Popup Types**
docs/spec/Section 2 - Architecture.md,257,### **2.6.2 Popup Stack Rules**
docs/spec/Section 2 - Architecture.md,266,# **2.7 Component Architecture**
docs/spec/Section 2 - Architecture.md,269,### **2.7.1 Card Components**
docs/spec/Section 2 - Architecture.md,277,### **2.7.2 Filter Components**
docs/spec/Section 2 - Architecture.md,286,### **2.7.3 Icon Strip Component**
docs/spec/Section 2 - Architecture.md,292,### **2.7.4 Logo Chip Component**
docs/spec/Section 2 - Architecture.md,297,### **2.7.5 Metadata Components**
docs/spec/Section 2 - Architecture.md,306,# **2.8 Script Architecture**
docs/spec/Section 2 - Architecture.md,309,### **2.8.1 TMDB Script**
docs/spec/Section 2 - Architecture.md,315,### **2.8.2 Trakt Script**
docs/spec/Section 2 - Architecture.md,319,### **2.8.3 Image Caching Script**
docs/spec/Section 3 - Data Model.md,6,# **SECTION 3 — DATA MODEL**
docs/spec/Section 3 - Data Model.md,13,# **3.1 Purpose of This Section**
docs/spec/Section 3 - Data Model.md,27,# **3.2 Global Data Model Rules**
docs/spec/Section 3 - Data Model.md,30,### **3.2.1 Single Source of Truth**
docs/spec/Section 3 - Data Model.md,33,### **3.2.2 Mandatory Fields**
docs/spec/Section 3 - Data Model.md,36,### **3.2.3 No Empty Arrays**
docs/spec/Section 3 - Data Model.md,39,### **3.2.4 Local Image Paths Only**
docs/spec/Section 3 - Data Model.md,42,### **3.2.5 Normalized Streaming Links**
docs/spec/Section 3 - Data Model.md,45,### **3.2.6 Deterministic Ordering**
docs/spec/Section 3 - Data Model.md,54,### **3.2.7 Metadata Block Required**
docs/spec/Section 3 - Data Model.md,62,### **3.2.8 No Dynamic Schema**
docs/spec/Section 3 - Data Model.md,65,### **3.2.9 Future‑Phase Fields Are Binding**
docs/spec/Section 3 - Data Model.md,70,# **3.3 Top‑Level Structure of `data.json`**
docs/spec/Section 3 - Data Model.md,91,# **3.4 Shows Schema**
docs/spec/Section 3 - Data Model.md,124,### **3.4.1 Season Reference Schema**
docs/spec/Section 3 - Data Model.md,137,### **3.4.2 Episode Schema**
docs/spec/Section 3 - Data Model.md,158,# **3.5 Movies Schema**
docs/spec/Section 3 - Data Model.md,186,# **3.6 Live TV Schema**
docs/spec/Section 3 - Data Model.md,203,### **3.6.1 EPG Entry Schema (Future‑Phase)**
docs/spec/Section 3 - Data Model.md,218,# **3.7 Collections Schema**
docs/spec/Section 3 - Data Model.md,236,# **3.8 People Schema (Future‑Phase)**
docs/spec/Section 3 - Data Model.md,255,# **3.9 Profiles Schema (Future‑Phase)**
docs/spec/Section 3 - Data Model.md,280,# **3.10 Watchlist Schema (Global Watchlist)**
docs/spec/Section 3 - Data Model.md,289,# **3.11 Streaming Link Schema**
docs/spec/Section 3 - Data Model.md,302,# **3.12 Icon Schema**
docs/spec/Section 3 - Data Model.md,313,# **3.13 Metadata Schema**
docs/spec/Section 3 - Data Model.md,338,# **3.14 Error Schema**
docs/spec/Section 3 - Data Model.md,349,# **3.15 Data Model Invariants**
docs/spec/Section 3 - Data Model.md,367,# **3.16 End of Section 3 — Data Model**
docs/spec/Section 4 - UI (each view separately).md,23,# Section 4.0 — UI (Each View Separately)
docs/spec/Section 4 - UI (each view separately).md,25,## Purpose
docs/spec/Section 4 - UI (each view separately).md,39,## Global UI Principles (SPA Views Only)
docs/spec/Section 4 - UI (each view separately).md,41,### 1. Local‑Only Rendering
docs/spec/Section 4 - UI (each view separately).md,45,### 2. Deterministic Layout
docs/spec/Section 4 - UI (each view separately).md,49,### 3. Consistent Navigation Model
docs/spec/Section 4 - UI (each view separately).md,56,### 4. Shared Styling and Components
docs/spec/Section 4 - UI (each view separately).md,63,### 5. Popup Compatibility
docs/spec/Section 4 - UI (each view separately).md,72,### 6. Error Visibility
docs/spec/Section 4 - UI (each view separately).md,76,### 7. Accessibility and Appearance Controls
docs/spec/Section 4 - UI (each view separately).md,82,## View Subsections
docs/spec/Section 4 - UI (each view separately).md,84,### SPA Views (inside index.html)
docs/spec/Section 4 - UI (each view separately).md,94,### Standalone (non‑SPA) View
docs/spec/Section 4 - UI (each view separately).md,108,## Implementation Notes
docs/spec/Section 4 - UI (each view separately).md,110,### SPA Views
docs/spec/Section 4 - UI (each view separately).md,116,### Standalone Exception — Section 4.9
docs/spec/Section 4 - UI (each view separately).md,127,## Deprecated legacy view: show.html
docs/spec/Section 4 - UI (each view separately).md,129,### Status
docs/spec/Section 4 - UI (each view separately).md,132,### Replacement
docs/spec/Section 4 - UI (each view separately).md,136,### Requirements
docs/spec/Section 4 - UI (each view separately).md,142,### Redirect behavior
docs/spec/Section 4.1 - Calendar View.md,1,### **Section 4.1 — Calendar View**
docs/spec/Section 4.1 - Calendar View.md,33,# **SECTION 4.1 — CALENDAR VIEW**
docs/spec/Section 4.1 - Calendar View.md,40,# **4.1.1 Purpose of This View**
docs/spec/Section 4.1 - Calendar View.md,57,# **4.1.2 Structural Layout Requirements**
docs/spec/Section 4.1 - Calendar View.md,60,### **4.1.2.1 Grid Structure**
docs/spec/Section 4.1 - Calendar View.md,66,### **4.1.2.2 Sticky Month Header**
docs/spec/Section 4.1 - Calendar View.md,76,### **4.1.2.3 Day Cell Structure**
docs/spec/Section 4.1 - Calendar View.md,85,### **4.1.2.4 Content Item Structure**
docs/spec/Section 4.1 - Calendar View.md,99,# **4.1.3 Data Requirements**
docs/spec/Section 4.1 - Calendar View.md,102,### **4.1.3.1 Required Data Sources**
docs/spec/Section 4.1 - Calendar View.md,109,### **4.1.3.2 Required Fields Per Item**
docs/spec/Section 4.1 - Calendar View.md,124,### **4.1.3.3 Sorting Rules**
docs/spec/Section 4.1 - Calendar View.md,136,# **4.1.4 Interaction Requirements**
docs/spec/Section 4.1 - Calendar View.md,137,### **4.1.4.1 DPAD Navigation**
docs/spec/Section 4.1 - Calendar View.md,147,### **4.1.4.2 Mouse/Touch Interaction**
docs/spec/Section 4.1 - Calendar View.md,152,### **4.1.4.3 Keyboard Interaction**
docs/spec/Section 4.1 - Calendar View.md,159,# **4.1.5 Popup Routing Requirements**
docs/spec/Section 4.1 - Calendar View.md,172,# **4.1.6 Icon Strip Requirements**
docs/spec/Section 4.1 - Calendar View.md,189,# **4.1.7 Logo Requirements**
docs/spec/Section 4.1 - Calendar View.md,204,# **4.1.8 Visual Design Requirements**
docs/spec/Section 4.1 - Calendar View.md,205,### **4.1.8.1 Poster Sizing**
docs/spec/Section 4.1 - Calendar View.md,208,### **4.1.8.2 Spacing**
docs/spec/Section 4.1 - Calendar View.md,213,### **4.1.8.3 Colors & Contrast**
docs/spec/Section 4.1 - Calendar View.md,218,### **4.1.8.4 Overflow Handling**
docs/spec/Section 4.1 - Calendar View.md,227,# **4.1.9 Error Handling Requirements**
docs/spec/Section 4.1 - Calendar View.md,228,### **4.1.9.1 Missing Data**
docs/spec/Section 4.1 - Calendar View.md,236,### **4.1.9.2 Invalid Dates**
docs/spec/Section 4.1 - Calendar View.md,243,### **4.1.9.3 Missing Images**
docs/spec/Section 4.1 - Calendar View.md,248,# **4.1.10 Future‑Phase Requirements**
docs/spec/Section 4.1 - Calendar View.md,251,### **4.1.10.1 Full EPG Integration**
docs/spec/Section 4.2 - Shows View.md,1,# **SECTION 4.2 — SHOWS VIEW**
docs/spec/Section 4.2 - Shows View.md,8,# **4.2.1 Purpose of This View**
docs/spec/Section 4.2 - Shows View.md,26,# **4.2.2 Structural Layout Requirements**
docs/spec/Section 4.2 - Shows View.md,29,### **4.2.2.1 Root Structure**
docs/spec/Section 4.2 - Shows View.md,38,### **4.2.2.2 Filter Bar**
docs/spec/Section 4.2 - Shows View.md,55,### **4.2.2.3 Sort Bar**
docs/spec/Section 4.2 - Shows View.md,68,### **4.2.2.4 Card Grid**
docs/spec/Section 4.2 - Shows View.md,80,# **4.2.3 Show Card Requirements**
docs/spec/Section 4.2 - Shows View.md,83,### **4.2.3.1 Required Visual Elements**
docs/spec/Section 4.2 - Shows View.md,94,### **4.2.3.2 Required Metadata Elements**
docs/spec/Section 4.2 - Shows View.md,102,### **4.2.3.3 Future‑Phase Metadata**
docs/spec/Section 4.2 - Shows View.md,107,### **4.2.3.4 Interaction Behavior**
docs/spec/Section 4.2 - Shows View.md,114,# **4.2.4 Data Requirements**
docs/spec/Section 4.2 - Shows View.md,117,### **4.2.4.1 Required Data Fields**
docs/spec/Section 4.2 - Shows View.md,145,### **4.2.4.2 Season Data Requirements**
docs/spec/Section 4.2 - Shows View.md,153,### **4.2.4.3 Filtering Data Requirements**
docs/spec/Section 4.2 - Shows View.md,165,# **4.2.5 Interaction Requirements**
docs/spec/Section 4.2 - Shows View.md,166,### **4.2.5.1 DPAD Navigation**
docs/spec/Section 4.2 - Shows View.md,176,### **4.2.5.2 Mouse/Touch Interaction**
docs/spec/Section 4.2 - Shows View.md,181,### **4.2.5.3 Keyboard Interaction**
docs/spec/Section 4.2 - Shows View.md,188,# **4.2.6 Popup Routing Requirements**
docs/spec/Section 4.2 - Shows View.md,199,# **4.2.7 Icon Strip Requirements**
docs/spec/Section 4.2 - Shows View.md,216,# **4.2.8 Logo Requirements**
docs/spec/Section 4.2 - Shows View.md,228,# **4.2.9 Visual Design Requirements**
docs/spec/Section 4.2 - Shows View.md,229,### **4.2.9.1 Poster Sizing**
docs/spec/Section 4.2 - Shows View.md,232,### **4.2.9.2 Spacing**
docs/spec/Section 4.2 - Shows View.md,237,### **4.2.9.3 Colors & Contrast**
docs/spec/Section 4.2 - Shows View.md,242,### **4.2.9.4 Status Badges**
docs/spec/Section 4.2 - Shows View.md,251,# **4.2.10 Filtering Requirements**
docs/spec/Section 4.2 - Shows View.md,260,### **4.2.10.1 Genre Filter**
docs/spec/Section 4.3 - Movies View.md,1,# **SECTION 4.3 — MOVIES VIEW**
docs/spec/Section 4.3 - Movies View.md,8,# **4.3.1 Purpose of This View**
docs/spec/Section 4.3 - Movies View.md,27,# **4.3.2 Structural Layout Requirements**
docs/spec/Section 4.3 - Movies View.md,30,### **4.3.2.1 Root Structure**
docs/spec/Section 4.3 - Movies View.md,39,### **4.3.2.2 Filter Bar**
docs/spec/Section 4.3 - Movies View.md,57,### **4.3.2.3 Sort Bar**
docs/spec/Section 4.3 - Movies View.md,70,### **4.3.2.4 Card Grid**
docs/spec/Section 4.3 - Movies View.md,82,# **4.3.3 Movie Card Requirements**
docs/spec/Section 4.3 - Movies View.md,85,### **4.3.3.1 Required Visual Elements**
docs/spec/Section 4.3 - Movies View.md,95,### **4.3.3.2 Required Metadata Elements**
docs/spec/Section 4.3 - Movies View.md,103,### **4.3.3.3 Future‑Phase Metadata**
docs/spec/Section 4.3 - Movies View.md,108,### **4.3.3.4 Interaction Behavior**
docs/spec/Section 4.3 - Movies View.md,115,# **4.3.4 Data Requirements**
docs/spec/Section 4.3 - Movies View.md,118,### **4.3.4.1 Required Data Fields**
docs/spec/Section 4.3 - Movies View.md,140,### **4.3.4.2 Collection Data Requirements**
docs/spec/Section 4.3 - Movies View.md,149,### **4.3.4.3 Filtering Data Requirements**
docs/spec/Section 4.3 - Movies View.md,162,# **4.3.5 Interaction Requirements**
docs/spec/Section 4.3 - Movies View.md,163,### **4.3.5.1 DPAD Navigation**
docs/spec/Section 4.3 - Movies View.md,173,### **4.3.5.2 Mouse/Touch Interaction**
docs/spec/Section 4.3 - Movies View.md,178,### **4.3.5.3 Keyboard Interaction**
docs/spec/Section 4.3 - Movies View.md,185,# **4.3.6 Popup Routing Requirements**
docs/spec/Section 4.3 - Movies View.md,196,# **4.3.7 Icon Strip Requirements**
docs/spec/Section 4.3 - Movies View.md,213,# **4.3.8 Logo Requirements**
docs/spec/Section 4.3 - Movies View.md,225,# **4.3.9 Visual Design Requirements**
docs/spec/Section 4.3 - Movies View.md,226,### **4.3.9.1 Poster Sizing**
docs/spec/Section 4.3 - Movies View.md,229,### **4.3.9.2 Spacing**
docs/spec/Section 4.3 - Movies View.md,234,### **4.3.9.3 Colors & Contrast**
docs/spec/Section 4.3 - Movies View.md,239,### **4.3.9.4 Collection Badges**
docs/spec/Section 4.3 - Movies View.md,248,# **4.3.10 Filtering Requirements**
docs/spec/Section 4.3 - Movies View.md,257,### **4.3.10.1 Genre Filter**
docs/spec/Section 4.4 - Live TV View.md,1,# **SECTION 4.4 — LIVE TV VIEW**
docs/spec/Section 4.4 - Live TV View.md,8,# **4.4.1 Purpose of This View**
docs/spec/Section 4.4 - Live TV View.md,27,# **4.4.2 Structural Layout Requirements**
docs/spec/Section 4.4 - Live TV View.md,30,### **4.4.2.1 Root Structure**
docs/spec/Section 4.4 - Live TV View.md,39,### **4.4.2.2 Filter Bar**
docs/spec/Section 4.4 - Live TV View.md,55,### **4.4.2.3 Sort Bar**
docs/spec/Section 4.4 - Live TV View.md,66,### **4.4.2.4 Channel Card Grid**
docs/spec/Section 4.4 - Live TV View.md,78,# **4.4.3 Channel Card Requirements**
docs/spec/Section 4.4 - Live TV View.md,81,### **4.4.3.1 Required Visual Elements**
docs/spec/Section 4.4 - Live TV View.md,89,### **4.4.3.2 Required Metadata Elements**
docs/spec/Section 4.4 - Live TV View.md,97,### **4.4.3.3 Future‑Phase Metadata**
docs/spec/Section 4.4 - Live TV View.md,103,### **4.4.3.4 Interaction Behavior**
docs/spec/Section 4.4 - Live TV View.md,110,# **4.4.4 Data Requirements**
docs/spec/Section 4.4 - Live TV View.md,113,### **4.4.4.1 Required Data Fields**
docs/spec/Section 4.4 - Live TV View.md,126,### **4.4.4.2 EPG Data Requirements (Future‑Phase)**
docs/spec/Section 4.4 - Live TV View.md,137,### **4.4.4.3 Filtering Data Requirements**
docs/spec/Section 4.4 - Live TV View.md,148,# **4.4.5 Interaction Requirements**
docs/spec/Section 4.4 - Live TV View.md,149,### **4.4.5.1 DPAD Navigation**
docs/spec/Section 4.4 - Live TV View.md,159,### **4.4.5.2 Mouse/Touch Interaction**
docs/spec/Section 4.4 - Live TV View.md,164,### **4.4.5.3 Keyboard Interaction**
docs/spec/Section 4.4 - Live TV View.md,171,# **4.4.6 Popup Routing Requirements**
docs/spec/Section 4.4 - Live TV View.md,183,# **4.4.7 Logo Requirements**
docs/spec/Section 4.4 - Live TV View.md,196,# **4.4.8 Visual Design Requirements**
docs/spec/Section 4.4 - Live TV View.md,197,### **4.4.8.1 Logo Sizing**
docs/spec/Section 4.4 - Live TV View.md,200,### **4.4.8.2 Spacing**
docs/spec/Section 4.4 - Live TV View.md,205,### **4.4.8.3 Colors & Contrast**
docs/spec/Section 4.4 - Live TV View.md,210,### **4.4.8.4 EPG Preview (Future‑Phase)**
docs/spec/Section 4.4 - Live TV View.md,219,# **4.4.9 Filtering Requirements**
docs/spec/Section 4.4 - Live TV View.md,228,### **4.4.9.1 Country Filter**
docs/spec/Section 4.4 - Live TV View.md,231,### **4.4.9.2 Group Filter**
docs/spec/Section 4.5 - Config View.md,6,# **SECTION 4.5 — CONFIG VIEW**
docs/spec/Section 4.5 - Config View.md,13,# **4.5.1 Purpose of This View**
docs/spec/Section 4.5 - Config View.md,33,# **4.5.2 Structural Layout Requirements**
docs/spec/Section 4.5 - Config View.md,36,### **4.5.2.1 Root Structure**
docs/spec/Section 4.5 - Config View.md,43,### **4.5.2.2 Section Layout**
docs/spec/Section 4.5 - Config View.md,60,# **4.5.3 Appearance Settings**
docs/spec/Section 4.5 - Config View.md,63,### **4.5.3.1 Theme Selector**
docs/spec/Section 4.5 - Config View.md,71,### **4.5.3.2 Font Scale Slider**
docs/spec/Section 4.5 - Config View.md,80,### **4.5.3.3 Poster Size Preset (Future‑Phase)**
docs/spec/Section 4.5 - Config View.md,87,### **4.5.3.4 Interaction Requirements**
docs/spec/Section 4.5 - Config View.md,94,# **4.5.4 Accessibility Settings**
docs/spec/Section 4.5 - Config View.md,97,### **4.5.4.1 Required Controls**
docs/spec/Section 4.5 - Config View.md,104,### **4.5.4.2 Behavior Requirements**
docs/spec/Section 4.5 - Config View.md,109,### **4.5.4.3 DPAD Requirements**
docs/spec/Section 4.5 - Config View.md,116,# **4.5.5 Maintenance Tools**
docs/spec/Section 4.5 - Config View.md,119,### **4.5.5.1 Required Tools**
docs/spec/Section 4.5 - Config View.md,127,### **4.5.5.2 Behavior Requirements**
docs/spec/Section 4.5 - Config View.md,132,### **4.5.5.3 Logging Requirements**
docs/spec/Section 4.5 - Config View.md,142,# **4.5.6 List File Editors**
docs/spec/Section 4.5 - Config View.md,149,### **4.5.6.1 Editor Requirements**
docs/spec/Section 4.5 - Config View.md,158,### **4.5.6.2 Validation Rules**
docs/spec/Section 4.5 - Config View.md,164,### **4.5.6.3 Save Behavior**
docs/spec/Section 4.5 - Config View.md,171,# **4.5.7 Data Preview & Metadata**
docs/spec/Section 4.5 - Config View.md,181,### **4.5.7.1 Data Preview Requirements**
docs/spec/Section 4.5 - Config View.md,188,### **4.5.7.2 Metadata Requirements**
docs/spec/Section 4.5 - Config View.md,198,# **4.5.8 Error Log Viewer**
docs/spec/Section 4.5 - Config View.md,201,### **4.5.8.1 Required Features**
docs/spec/Section 4.5 - Config View.md,208,### **4.5.8.2 Error Details Must Include**
docs/spec/Section 4.5 - Config View.md,214,### **4.5.8.3 Behavior Requirements**
docs/spec/Section 4.5 - Config View.md,220,# **4.5.9 Profile Settings (Future‑Phase)**
docs/spec/Section 4.6 - Explore View (future phase).md,5,# **4.6.1 Purpose of This View**
docs/spec/Section 4.6 - Explore View (future phase).md,18,# **4.6.2 Structural Layout Requirements**
docs/spec/Section 4.6 - Explore View (future phase).md,20,### **4.6.2.1 Root Structure**
docs/spec/Section 4.6 - Explore View (future phase).md,25,### **4.6.2.2 Discovery Modules**
docs/spec/Section 4.6 - Explore View (future phase).md,40,### **4.6.2.3 Module Structure**
docs/spec/Section 4.6 - Explore View (future phase).md,48,# **4.6.3 Data Requirements**
docs/spec/Section 4.6 - Explore View (future phase).md,50,### **4.6.3.1 Required Data Sources**
docs/spec/Section 4.6 - Explore View (future phase).md,63,### **4.6.3.2 Required Fields Per Item**
docs/spec/Section 4.6 - Explore View (future phase).md,78,### **4.6.3.3 Deterministic Ordering**
docs/spec/Section 4.6 - Explore View (future phase).md,84,# **4.6.4 Module Specifications**
docs/spec/Section 4.6 - Explore View (future phase).md,85,## **4.6.4.1 Trending Now**
docs/spec/Section 4.6 - Explore View (future phase).md,90,## **4.6.4.2 Popular This Week**
docs/spec/Section 4.6 - Explore View (future phase).md,94,## **4.6.4.3 Recommended For You**
docs/spec/Section 4.6 - Explore View (future phase).md,99,## **4.6.4.4 Because You Watched…**
docs/spec/Section 4.6 - Explore View (future phase).md,103,## **4.6.4.5 Top Genres**
docs/spec/Section 4.6 - Explore View (future phase).md,107,## **4.6.4.6 Collections Spotlight**
docs/spec/Section 4.6 - Explore View (future phase).md,111,## **4.6.4.7 New Releases**
docs/spec/Section 4.6 - Explore View (future phase).md,114,## **4.6.4.8 Upcoming Releases**
docs/spec/Section 4.6 - Explore View (future phase).md,117,## **4.6.4.9 Live TV Highlights**
docs/spec/Section 4.6 - Explore View (future phase).md,121,## **4.6.4.10 Continue Watching**
docs/spec/Section 4.6 - Explore View (future phase).md,124,## **4.6.4.11 Profile‑Based Picks**
docs/spec/Section 4.6 - Explore View (future phase).md,127,## **4.6.4.12 Cross‑Service Aggregated Rows**
docs/spec/Section 4.6 - Explore View (future phase).md,131,# **4.6.5 Interaction Requirements**
docs/spec/Section 4.6 - Explore View (future phase).md,132,### **4.6.5.1 DPAD Navigation**
docs/spec/Section 4.6 - Explore View (future phase).md,138,### **4.6.5.2 Mouse/Touch Interaction**
docs/spec/Section 4.6 - Explore View (future phase).md,142,### **4.6.5.3 Keyboard Interaction**
docs/spec/Section 4.6 - Explore View (future phase).md,147,# **4.6.6 Popup Routing Requirements**
docs/spec/Section 4.6 - Explore View (future phase).md,158,# **4.6.7 Icon Strip Requirements**
docs/spec/Section 4.6 - Explore View (future phase).md,169,# **4.6.8 Visual Design Requirements**
docs/spec/Section 4.6 - Explore View (future phase).md,170,### **4.6.8.1 Module Headers**
docs/spec/Section 4.7 - Profiles View (future phase).md,1,# **SECTION 4.7 — PROFILES VIEW (FUTURE‑PHASE)**
docs/spec/Section 4.7 - Profiles View (future phase).md,6,# **4.7.1 Purpose of This View**
docs/spec/Section 4.7 - Profiles View (future phase).md,22,# **4.7.2 Structural Layout Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,24,### **4.7.2.1 Root Structure**
docs/spec/Section 4.7 - Profiles View (future phase).md,30,### **4.7.2.2 Profile Selector Grid**
docs/spec/Section 4.7 - Profiles View (future phase).md,36,### **4.7.2.3 Profile Management Panel**
docs/spec/Section 4.7 - Profiles View (future phase).md,46,# **4.7.3 Profile Card Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,48,### **4.7.3.1 Required Visual Elements**
docs/spec/Section 4.7 - Profiles View (future phase).md,53,### **4.7.3.2 Required Metadata Elements**
docs/spec/Section 4.7 - Profiles View (future phase).md,60,### **4.7.3.3 Interaction Behavior**
docs/spec/Section 4.7 - Profiles View (future phase).md,65,# **4.7.4 Data Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,67,### **4.7.4.1 Required Data Fields**
docs/spec/Section 4.7 - Profiles View (future phase).md,80,### **4.7.4.2 Watchlist Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,85,### **4.7.4.3 Watch Progress Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,90,### **4.7.4.4 Recommendation Data Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,97,# **4.7.5 Interaction Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,98,### **4.7.5.1 DPAD Navigation**
docs/spec/Section 4.7 - Profiles View (future phase).md,104,### **4.7.5.2 Mouse/Touch Interaction**
docs/spec/Section 4.7 - Profiles View (future phase).md,107,### **4.7.5.3 Keyboard Interaction**
docs/spec/Section 4.7 - Profiles View (future phase).md,112,# **4.7.6 Profile Management Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,114,### **4.7.6.1 Profile Editing**
docs/spec/Section 4.7 - Profiles View (future phase).md,120,### **4.7.6.2 Watchlist Management**
docs/spec/Section 4.7 - Profiles View (future phase).md,124,### **4.7.6.3 Watch Progress Management**
docs/spec/Section 4.7 - Profiles View (future phase).md,128,### **4.7.6.4 Recommendation Controls**
docs/spec/Section 4.7 - Profiles View (future phase).md,132,### **4.7.6.5 Cross‑Service Sync Controls**
docs/spec/Section 4.7 - Profiles View (future phase).md,138,# **4.7.7 Visual Design Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,139,### **4.7.7.1 Profile Card Layout**
docs/spec/Section 4.7 - Profiles View (future phase).md,145,### **4.7.7.2 Avatar Requirements**
docs/spec/Section 4.7 - Profiles View (future phase).md,150,### **4.7.7.3 Colors & Contrast**
docs/spec/Section 4.7 - Profiles View (future phase).md,155,# **4.7.8 Popup Routing Requirements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,1,# **SECTION 4.8 — WATCHLIST / WATCHED FILTERS (FUTURE‑PHASE)**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,6,# **4.8.1 Purpose of This View**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,17,# **4.8.2 Structural Layout Requirements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,19,### **4.8.2.1 Root Structure**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,26,### **4.8.2.2 Filter Bar**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,41,### **4.8.2.3 Sort Bar**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,50,### **4.8.2.4 Card Grid**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,60,# **4.8.3 Card Requirements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,62,### **4.8.3.1 Required Visual Elements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,71,### **4.8.3.2 Required Metadata Elements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,81,### **4.8.3.3 Interaction Behavior**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,87,# **4.8.4 Data Requirements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,89,### **4.8.4.1 Required Data Sources**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,98,### **4.8.4.2 Watch Progress Requirements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,104,### **4.8.4.3 Watchlist Requirements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,110,# **4.8.5 Interaction Requirements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,111,### **4.8.5.1 DPAD Navigation**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,118,### **4.8.5.2 Mouse/Touch Interaction**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,123,### **4.8.5.3 Keyboard Interaction**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,128,# **4.8.6 Popup Routing Requirements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,138,# **4.8.7 Filtering Requirements**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,145,### **4.8.7.1 Watchlist Filter**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,149,### **4.8.7.2 Watched Filter**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,152,### **4.8.7.3 Unwatched Filter**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,155,### **4.8.7.4 In‑Progress Filter**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,158,### **4.8.7.5 Completed Filter**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,162,### **4.8.7.6 Profile Filter (Future‑Phase)**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,167,### **4.8.7.7 Service Filter (Future‑Phase)**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,170,### **4.8.7.8 Relevance Filter (Future‑Phase)**
docs/spec/Section 4.8 - Watchlist - Watched Filters (future phase).md,174,# **4.8.8 Sorting Requirements**
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,1,# =========================================================================================
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,2,# Section 4.9 — Watchlist (Standalone Page)
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,3,# [PROJECT] my_TV_Movie (My TV Hub)
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,4,# [ROLE] Standalone Watchlist Page (non‑SPA)
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,5,# [VERSION] v4.5.0
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,6,# [UPDATED] 2025‑12‑19_00‑00‑00
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,7,# [OWNER] Andrew & Brant (internal)
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,8,# =========================================================================================
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,9,## 4.9.1 — Purpose & Scope
docs/spec/Section 4.9 - Watchlist (Standalone Page).md,23,## 4.9.2 — Phase 4.x Master Override Context
